country_id,movies_id
2,81074113
2,81026477
2,80023921
2,81015076
2,80223928
2,80997965
2,70299863
2,80081987
2,70130445
2,80224536
2,80117902
2,80100260
2,70300800
2,80196789
2,80058979
2,81002929
2,269880
2,80117554
2,80190148
2,80199381
2,80230293
2,80003152
2,80064515
2,80221553
2,80201870
2,80173625
2,81121186
2,70020048
2,80044562
2,516154
2,60022413
2,80201862
2,80019503
2,70299270
2,70158329
2,80195429
2,70250369
2,70053412
2,80092801
2,70059700
2,80038442
2,80003481
2,80042371
2,70002129
2,80104068
2,80992963
2,81017530
2,60000921
2,80082969
2,81034763
2,80077977
2,70266169
2,70260729
2,81031008
2,70083532
2,80070182
2,80238607
2,80195838
2,80117545
2,60034929
2,70114022
2,70242897
2,80117809
2,80079428
2,80202874
2,80121841
2,60022254
2,80138584
2,70178217
2,80143794
2,70224969
2,81062075
2,60025674
2,80223149
2,80187307
2,81078217
2,80216302
2,80106966
2,81145270
2,81121174
2,80118100
2,80013772
2,70221673
2,70136126
2,80142615
2,80038290
2,80239639
2,80107736
2,80215923
2,1005494
2,70291094
2,80205204
2,70286564
2,80182949
2,70293130
2,80132411
2,80242828
2,81034317
2,81157840
2,80014857
2,793907
2,80223685
2,80017537
2,80133549
2,80127559
2,915927
2,60020916
2,70056433
2,70206824
2,80064459
2,81058497
2,70141644
2,80208176
2,80073486
2,81144867
2,70044686
2,60032563
2,80177300
2,80119190
2,70261178
2,80158772
2,80051137
2,80046727
3,80046727
4,80241590
4,80210887
4,81016045
4,81163776
4,81016044
4,80999981
4,80999990
4,81000000
4,70026431
4,81059183
